127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36","2026-06-04 13:44:28",Yes,Yes,Yes
127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36","2026-06-10 16:20:24",Yes,Yes,Yes
127.0.0.1,"Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:151.0) Gecko/20100101 Firefox/151.0","2026-06-19 20:44:52",Yes,Yes,Yes
127.0.0.1,"Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:151.0) Gecko/20100101 Firefox/151.0","2026-06-20 08:28:28",Yes,Yes,Yes
127.0.0.1,"Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:152.0) Gecko/20100101 Firefox/152.0","2026-06-21 08:35:03",Yes,No,No
